Exchange Date,Close,Open,Low,High,Volume
8/20/2019,984.67,983.94,981.75,985.35,177940000
8/19/2019,981.03,984.04,979.17,985.48,158090000
8/16/2019,980,974.88,974.88,985.61,198006000
8/15/2019,979.38,958.05,955.76,979.38,182910000
8/14/2019,968.91,975.88,968.91,975.99,151488000
8/13/2019,966.83,972.7,964.03,973.09,181503000
8/12/2019,975.31,975.38,973.22,977.63,174552000
8/9/2019,974.34,976.41,974.33,978.69,192308000
8/8/2019,975.24,965.93,964.21,975.83,219237000
8/7/2019,965.93,967.18,961.64,971.96,219153000
8/6/2019,964.61,960.29,958.39,966.15,210927000
8/5/2019,973.15,988.6,973.15,988.99,195934000
8/2/2019,991.1,987.55,985.69,991.39,186788000
8/1/2019,997.39,993.25,990.88,997.39,222656000
7/31/2019,991.66,986,982.64,993.4,172876000
7/30/2019,986.02,1001.46,986.02,1002.77,154322000
7/29/2019,997.94,994.23,988.29,997.94,147825000
7/26/2019,993.35,994.8,992.97,998.52,152405000
7/25/2019,994.95,986.85,986.85,997.49,171789000
7/24/2019,988.41,993.01,986.34,994.85,169642000
7/23/2019,989.46,981.38,980.22,990.45,184831000
7/22/2019,982.04,981.17,980.08,985.13,164372000
7/19/2019,982.34,978.12,978.12,986.12,170265000
7/18/2019,976.05,979.16,975.01,979.49,139846000
7/17/2019,982.57,981.49,979.05,985.59,170019000
7/16/2019,982.11,975.05,975.05,982.11,174668000
7/15/2019,972.53,975.57,970.93,975.66,150551000
7/12/2019,975.4,980.11,974.32,982.1,157306000
7/11/2019,978.63,976.95,975.03,980.02,161663000
7/10/2019,973.65,971.19,971.19,974.96,154564000
7/9/2019,969.05,965.24,963.05,969.05,169482000
7/8/2019,966.35,972.83,963.84,972.83,165879000
7/5/2019,975.34,973.04,970.16,975.34,137917000
7/4/2019,973.04,961.78,961.65,973.04,189898000
7/3/2019,960.39,960.44,956.91,961.67,136594000
7/2/2019,961.98,964.77,959.8,966.76,138217000
7/1/2019,965.61,958.92,957.66,965.61,166445000
6/28/2019,949.94,944.53,939.12,949.94,182625000
6/27/2019,943.11,959.48,943.11,959.48,159030000
6/26/2019,959.13,960.13,958.38,962.7,252317000
6/25/2019,960.13,961.19,960.06,963.23,164348000
6/24/2019,962.85,960.29,959.8,967.11,150299000
6/21/2019,959.2,962.69,959.12,964.52,206137000
6/20/2019,959.18,949.48,948.97,962.33,185490000
6/19/2019,949.69,948.92,946.83,950.04,147358000
6/18/2019,944.01,945.73,938.95,947.3,166942000
6/17/2019,946.95,953.97,944.47,955.18,174370000
6/14/2019,953.61,948.65,948.65,954.7,155879000
6/13/2019,950.08,951.26,946.29,952.06,142809000
6/12/2019,954.17,960.6,953.83,960.6,138110000
6/11/2019,962.07,962.43,959.98,964.81,136379000
6/10/2019,962.9,963.78,958.6,966.9,154898000
6/7/2019,958.28,951.64,950.94,958.28,148035000
6/6/2019,948.21,951.41,939.35,951.41,125899000
6/5/2019,951.41,955.8,951.39,958.39,131581000
6/4/2019,951.16,945.62,943.21,951.42,162400000
6/3/2019,946.47,953.58,940.28,955.78,184657000
5/31/2019,959.88,968.53,959.88,969.94,136533000
5/30/2019,969.34,971.01,967.21,974.56,159993000
5/29/2019,971.54,973.31,969.55,974.96,145310000
5/28/2019,972,977.02,969.51,978.8,148991000
5/27/2019,975.14,970.73,970.41,975.4,138466000
5/24/2019,970.03,976.59,970.03,983.14,168343000
5/23/2019,982.71,982,977.17,984.57,160089000
5/22/2019,983.78,986.66,982.68,992.26,174957000
5/21/2019,986.29,989.67,986.07,992.84,206556000
5/20/2019,987.13,975.95,974.47,987.13,153160000
5/17/2019,976.48,977.85,974.91,980.04,135086000
5/16/2019,975.69,976.96,975.69,981.22,170217000
5/15/2019,975.64,967.95,967.95,977.65,188853000
5/14/2019,965.34,952.13,952.13,965.34,158178000
5/13/2019,958.54,952.11,951.76,958.54,232040000
5/10/2019,952.55,950.37,947.85,953.92,131033000
5/9/2019,947.01,950.66,944.91,953.66,181398000
5/8/2019,951.22,950.1,947.86,953.88,143298000
5/7/2019,957.56,961.31,955.42,965.61,145340000
5/6/2019,957.97,964.37,955.41,964.89,155652000
5/3/2019,974.14,976.77,971.75,977.13,148566000
5/2/2019,978.5,978.81,975.51,979.93,152162000
4/26/2019,979.64,972.86,970.73,979.64,118540000
4/25/2019,974.13,976.46,971.92,976.46,149115000
4/24/2019,976.92,969.66,969.66,978.71,134072000
4/23/2019,968,964.84,964.35,970.98,154888000
4/22/2019,965.86,963.78,959.33,966.69,216344000
4/19/2019,966.21,968.27,965.46,971.73,106976000
4/18/2019,962.3,969.5,962.05,973.73,160385000
4/17/2019,972.1,977.17,972.1,980.71,186724000
4/16/2019,977.17,970.87,963.06,978.53,150022000
4/12/2019,982.9,984.66,980.26,984.69,153834000
4/11/2019,985.95,984.46,981.06,985.95,129479000
4/10/2019,981.91,984.79,976.83,987.27,159913000
4/9/2019,988.48,999.89,987.82,1000.02,165184000
4/8/2019,997.56,989.26,989.26,997.56,163687000
4/5/2019,989.26,986.91,986.39,990.38,189285000
4/4/2019,986.91,987.47,982.94,989.08,165305000
4/3/2019,984.46,984.74,980.3,985.26,216942000
4/2/2019,985.81,994.87,985.48,996.41,236019000
4/1/2019,988.53,980.76,980.76,988.53,188618000
3/29/2019,980.76,985.35,980.76,988.24,173909000
3/28/2019,982.98,973.44,972.6,983.18,217067000
3/27/2019,975.91,976.67,972.25,979.32,159938000
3/26/2019,969.79,970.07,966.9,978.99,175420000
3/25/2019,970.07,976.53,964.76,976.53,245781000
3/22/2019,988.71,984.9,981.3,990.07,206929000
3/21/2019,981.78,1005.12,981.78,1006.37,200032000
3/20/2019,1002.3,1002.86,992.02,1003.25,300087000
3/19/2019,1006.59,1013.75,1004.22,1014.51,236585000
3/18/2019,1011.86,1004.12,1004.12,1013.29,230553000
3/15/2019,1004.12,1008.44,1001.1,1008.44,250277000
3/14/2019,1008.44,1006.37,1002.09,1011.39,224543000
3/13/2019,1005.41,1003.75,1003.01,1009.77,229381000
3/12/2019,1001.32,991.14,990.46,1001.32,208194000
3/11/2019,984.6,982.94,981.34,987.11,178657000
3/8/2019,985.25,987.89,984.48,991.98,202509000
3/7/2019,994.03,995.65,994.03,1004.55,210695000
3/6/2019,994.49,993.01,985.51,994.49,250925000
3/5/2019,992.45,990.08,987.92,1000.25,297444000
3/4/2019,993.99,983.5,983.33,994.46,235644000
3/1/2019,979.63,971.05,970.54,980.82,170041000
2/28/2019,965.47,989.84,965.47,990.25,224812000
2/27/2019,990.27,989.61,988.09,994.46,258927000
2/26/2019,987.06,991.63,979.24,996.44,251652000
2/25/2019,994.43,996.06,992.72,999.9,227743000
2/22/2019,988.91,983.99,982.86,993.16,215631000
2/21/2019,987.57,972.82,970.31,987.57,178584000
2/20/2019,970.58,963.29,963.29,972.75,170875000
2/19/2019,964.35,962.84,962.81,971.92,231963000
2/18/2019,961.3,954.85,953.32,961.3,194653000
2/15/2019,950.89,951.9,948.26,955.4,160689000
2/14/2019,952.34,946.54,945.99,953.66,181056000
2/13/2019,945.25,937.61,937.34,945.25,215275000
2/12/2019,937.54,930.37,926.98,938.64,188420000
2/11/2019,926.1,916.21,916.07,926.1,124643000
2/1/2019,908.67,911.98,907.52,912.81,140799000
1/31/2019,910.65,919.12,910.38,920.36,138050000
1/30/2019,915.84,914.08,913.48,917.8,139396000
1/29/2019,915.93,913.67,907.09,915.93,121444000
1/28/2019,912.18,912.53,908.9,913.43,133321000
1/25/2019,908.88,908.86,907.96,911.59,117585000
1/24/2019,908.79,908.56,906.59,910.59,110294000
1/23/2019,908.18,905.73,905.12,910.12,129143000
1/22/2019,906.55,912.73,906.55,913.37,152164000
1/21/2019,911.05,905.25,903.09,911.74,165627000
1/18/2019,902.3,902.7,900.64,906.35,140748000
1/17/2019,901.89,908.48,901.89,909.06,133889000
1/16/2019,908.7,911.32,906.39,912.48,164291000
1/15/2019,909.68,901.21,898.92,909.68,127191000
1/14/2019,901.8,903.83,897.18,903.83,143845000
1/11/2019,902.71,899.1,899.1,904.37,131413000
1/10/2019,898.3,897.85,895.17,899.47,130589000
1/9/2019,896.99,890.26,888.61,897.25,160508000
1/8/2019,887.44,891.37,883.67,891.87,112829000
1/7/2019,889.64,890.47,885.3,896.63,127549000
1/4/2019,880.9,872.69,861.85,881.48,136567000
1/3/2019,878.22,889.78,872.12,892.21,156575000
1/2/2019,891.75,900.1,891.1,900.1,111519000
12/28/2018,892.54,903.79,892.54,903.79,175944000
12/27/2018,900.81,904.8,900.81,906.63,151685000
12/26/2018,891.75,896.63,890.86,899.49,139066000
12/25/2018,897.94,893.71,882.17,897.94,250432000
12/24/2018,908.56,910.86,908.56,916.41,158974000
12/21/2018,912.26,911.57,907.88,915.02,199106000
12/20/2018,918.24,915.5,914.18,921.79,146894000
12/19/2018,919.24,926.35,914.55,927.03,186090000
12/18/2018,927.25,933.65,917.03,933.65,175722000
12/17/2018,933.65,948.09,933.65,948.09,255174000
12/14/2018,952.04,958.78,951.04,960.09,200321000
12/13/2018,960.25,961.28,960.1,966.83,171856000
12/12/2018,961.28,956.32,956,961.28,222073000
12/11/2018,954.58,955.93,949.34,957.97,180822000
12/10/2018,955.89,955.06,951.5,958.25,213518000
12/7/2018,958.59,956.49,955.96,962.39,190455000
12/6/2018,954.82,957.14,948.44,959.59,179144000
12/5/2018,957.14,950.34,946.97,960.87,212455000
12/4/2018,958.84,952.97,950.89,960.44,227419000
12/3/2018,951.59,937.7,937.1,951.59,209832000
11/30/2018,926.54,924.49,921.08,928.92,158587000
11/29/2018,926.79,934.88,926.79,937.75,131818000
11/28/2018,930.2,923.12,922.03,930.2,136360000
11/27/2018,923.12,925.12,921.26,930.37,152639000
11/26/2018,921.03,915.67,914.43,921.96,118732000
11/23/2018,917.97,923.91,916.87,925.84,137965000
11/22/2018,924.42,924.93,922.02,926.15,155621000
11/21/2018,922.56,909.83,907.47,922.56,152759000
11/20/2018,919.02,909.76,909.76,919.02,159138000
11/19/2018,916.06,902.65,900.61,916.06,149938000
11/16/2018,898.19,901.44,894.14,903.21,160633000
11/15/2018,897.15,901.13,892.5,903.83,166086000
11/14/2018,900.93,904.16,898.83,910.58,142266000
11/13/2018,905.38,904.35,903.48,910.2,170034000
11/12/2018,918.12,909.36,903.95,918.99,125016000
11/9/2018,914.29,921.11,914.29,925.31,149092000
11/8/2018,926.28,928.69,925.54,932.86,145778000
11/7/2018,922.16,922.03,915.41,924.6,143105000
11/6/2018,922.05,931,921.93,931.27,139121000
11/5/2018,925.53,920.87,915.77,925.53,136548000
11/2/2018,924.86,911.35,910.4,927.62,222362000
11/1/2018,907.96,915.52,905.73,918.84,182193000
10/31/2018,914.76,894.23,894.23,914.76,216192000
10/30/2018,888.69,881.32,880.85,894.8,133316000
10/29/2018,888.82,895.05,884.92,897.84,139993000
10/26/2018,900.82,918.11,900.82,918.16,157344000
10/25/2018,910.17,902.59,885.34,912.07,177771000
10/24/2018,922.73,935.25,922.73,939.06,149346000
10/23/2018,939.68,950.12,925.29,950.42,202937000
10/22/2018,953.51,958.36,953.51,963.79,147531000
10/19/2018,958.36,949.94,945.83,959.63,153570000
10/18/2018,963.47,968.93,962.68,970.75,145459000
10/17/2018,971.6,973.14,969.06,975.27,152274000
10/16/2018,963.37,950.36,950.36,963.69,149133000
10/15/2018,951.64,968.8,951.64,969.36,144306000
10/12/2018,970.08,939.2,933.35,970.08,228890000
10/11/2018,945.89,972.21,938.83,972.21,353532000
10/10/2018,993.96,998.66,991.22,999.62,191361000
10/9/2018,996.19,998.7,996.19,1001.87,202594000
10/8/2018,996.12,1003.31,996.12,1006.13,205516000
10/5/2018,1008.39,1020.21,1008.39,1020.77,294151000
10/4/2018,1023.62,1024.68,1020.4,1024.68,196618000
10/3/2018,1020.4,1021.08,1016.47,1024.59,174390000
10/2/2018,1018.79,1014.26,1013.11,1021.51,358391000
10/1/2018,1012.88,1019.49,1012.88,1023.87,247860000
9/28/2018,1017.13,1019.34,1015.4,1020.84,247222000
9/27/2018,1015.37,1012.57,1010.49,1017.78,207781000
9/26/2018,1009.61,1008.93,1007.44,1014.86,261506000
9/25/2018,1010.74,1011.94,1008.67,1014.53,231985000
9/24/2018,1011.29,1007.52,1007.45,1011.29,186723000
9/21/2018,1002.97,1006.25,1000.39,1009.1,302452000
9/20/2018,1004.74,995.54,995.54,1004.74,204560000
9/19/2018,995.54,998.65,994.5,1001.83,244417000
9/18/2018,993.49,983.43,981.89,993.49,197385000
9/17/2018,987.61,990.65,987.02,993.83,164609000
9/14/2018,991.34,987.95,987.95,995.55,178484000
9/13/2018,987.95,987.48,984.92,992.96,172902000
9/12/2018,987.01,990,987.01,994.83,184154000
9/11/2018,985.06,968.41,967.92,985.06,192817000
9/10/2018,970.34,969.74,968.19,974.59,190672000
9/7/2018,968.9,955.5,955.5,969.34,169771000
9/6/2018,958.19,968.37,957.99,970.84,160383000
9/5/2018,968.44,975.05,964.8,978.78,181149000
9/4/2018,975.94,990.79,975.94,992.18,185941000
8/31/2018,989.54,998.55,989.54,1003.06,186547000
8/30/2018,998.07,987.62,983.43,998.07,186695000
8/29/2018,988.17,995.05,987.47,995.05,176892000
8/28/2018,995.19,991.92,989.81,995.29,176274000
8/27/2018,991.92,990.19,990.03,994.54,189505000
8/24/2018,987.05,985.49,982.88,989.21,180074000
8/23/2018,987.36,984.12,982.48,989.45,146851000
8/22/2018,982.15,979.21,979.21,986.36,204108000
8/21/2018,979.21,968.46,968.45,979.21,200575000
8/20/2018,969.62,970.81,966.46,973.57,180832000
8/17/2018,968.88,971.4,968.88,975.52,151066000
8/16/2018,964.28,952.83,947.09,964.28,174033000
8/15/2018,961.37,980.45,961.37,982,188943000
8/14/2018,978.27,979.66,974.47,981.42,177300000
8/13/2018,978.04,966.46,963.41,978.04,213219000
8/10/2018,968.47,962.03,955.04,968.47,185247000
8/9/2018,963.5,968.57,963.5,972.52,167641000
8/8/2018,966.27,958.31,958.31,966.27,155165000
8/7/2018,956.79,957.7,953.71,962.02,162136000
8/6/2018,960.23,960.12,955.42,962.99,229662000
8/3/2018,959.6,957.92,955.13,966.1,197527000
8/2/2018,953.55,952.75,942.39,953.55,212461000
8/1/2018,952.77,957.35,949.89,960.05,202122000
7/31/2018,956.39,948.56,947.32,959.07,242403000
7/30/2018,949.73,940.76,937.69,949.73,193339000
7/27/2018,935.52,931.9,928.82,937.23,179258000
7/26/2018,930.16,928.96,920.99,930.32,195482000
7/25/2018,927.58,936.57,927.58,938.33,232715000
7/24/2018,934.08,933.22,926.3,939.07,203903000
7/23/2018,936.74,931.52,930.25,949.14,208559000
7/20/2018,933.39,938.83,930.26,941.94,204001000
7/19/2018,943.97,942.39,939.58,947.07,199206000
7/18/2018,942.39,926.14,926.14,942.39,223941000
7/17/2018,921.27,905.32,902.02,921.27,155855000
7/16/2018,911.11,914.22,905.27,917.63,136242000
7/13/2018,909.72,904.8,899.94,912.53,140415000
7/12/2018,898.51,891.21,884.75,905.72,113780000
7/11/2018,893.16,898.08,885.09,900.16,158654000
7/10/2018,911.12,919.44,911.12,921.96,118444000
7/9/2018,915.12,922.72,915.12,929.5,119905000
7/6/2018,917.51,891.16,884.99,921.75,159156000
7/5/2018,899.4,914.48,892.67,921.85,142997000
7/4/2018,914.99,904.34,890.83,914.99,128079000
7/3/2018,906.01,945.87,906.01,946.16,180700000
7/2/2018,947.15,955.18,932.66,956.78,168207000
6/29/2018,960.78,955.64,950.48,962.93,146408000
6/28/2018,957.35,964.76,954.46,976.12,159068000
6/27/2018,968.91,981.44,968.91,984.46,179449000
6/26/2018,983.02,977.78,970.75,983.78,165380000
6/25/2018,990.52,997.34,988.98,997.34,142087000
6/22/2018,983.17,963.89,959.91,983.57,132357000
6/21/2018,969.4,979.57,966.28,979.57,117050000
6/20/2018,980.95,957.37,955.61,980.95,154067000
6/19/2018,962.16,972.38,941.57,972.62,250987000
6/18/2018,987.34,1016.51,986.88,1018.98,181390000
6/15/2018,1016.51,1012.71,1006.75,1018.95,165427000
6/14/2018,1015.72,1030.53,1015.72,1033.46,166569000
6/13/2018,1030.53,1017.93,1017.93,1030.53,116056000
6/12/2018,1020.76,1033.55,1005.1,1033.55,212484000
6/11/2018,1039.02,1033.55,1029.19,1045.6,185545000
6/8/2018,1039.01,1032.59,1026.94,1039.07,148151000
6/7/2018,1036.69,1038.93,1030.79,1043.71,173150000
6/6/2018,1034.5,1020.97,1012.98,1034.5,162083000
6/5/2018,1022.74,1013.59,1011.59,1025.26,212463000
6/4/2018,1013.78,994.48,992.01,1013.78,166089000
6/1/2018,992.87,973.67,973.56,995.06,204094000
5/31/2018,971.25,947.96,945.29,975.51,182044000
5/30/2018,948.5,953.41,932.26,953.41,146253000
5/29/2018,952.18,925.89,916,958.96,183987000
5/28/2018,931.75,938.86,927.47,951.34,219285000
5/25/2018,963.9,981.47,963.9,987.56,150254000
5/24/2018,985.92,992.24,974.14,995.82,129287000
5/23/2018,988.94,974.8,965.92,995.25,182157000
5/22/2018,985.91,1006.18,976.73,1015.97,180486000
5/21/2018,1014.98,1043.82,1014.98,1043.82,123092000
5/18/2018,1040.54,1033.33,1013.57,1040.84,408221000
5/17/2018,1030.64,1055.21,1030.64,1057.84,129624000
5/16/2018,1054.62,1073.5,1052.18,1073.5,150046000
5/15/2018,1073.5,1072.25,1071.02,1084.2,158347000
5/14/2018,1066.98,1051.69,1042.31,1066.98,137941000
5/11/2018,1044.85,1026.34,1014.3,1044.85,134822000
5/10/2018,1028.87,1058.22,1025.75,1059.34,204944000
5/9/2018,1056.97,1058.33,1051.79,1069.8,161331000
5/8/2018,1060.45,1061.12,1057.24,1072.28,170064000
5/7/2018,1062.26,1034.64,1028.79,1062.26,155126000
5/4/2018,1026.8,1032.12,1022.1,1037.02,163073000
5/3/2018,1026.46,1018.47,1003.79,1027.38,203557000
5/2/2018,1029.08,1053.26,1024.75,1053.52,183262000
4/27/2018,1050.26,1037.36,1031.89,1054.94,191598000
4/26/2018,1044.86,1082.52,1039.35,1082.52,208476000
4/24/2018,1080.74,1064.86,1048.68,1084.89,186606000
4/23/2018,1076.78,1124.33,1076.78,1127.24,217966000
4/20/2018,1119.86,1095.84,1078.01,1119.86,214649000
4/19/2018,1094.63,1137.99,1094.63,1137.99,204014000
4/18/2018,1138.53,1153.28,1138.42,1160.32,172105000
4/17/2018,1153.28,1149.02,1139.33,1156.7,175758000
4/16/2018,1148.49,1156.54,1141.81,1159.45,196991000
4/13/2018,1157.14,1178.57,1153.93,1181.52,196127000
4/12/2018,1173.02,1162.48,1153.64,1173.02,179986000
4/11/2018,1167.11,1201.51,1167.11,1202.46,286076000
4/10/2018,1198.12,1207.62,1192.22,1211.34,286725000
4/9/2018,1204.33,1202.44,1197.44,1207.45,251451000
4/6/2018,1199.96,1194.15,1194.15,1202.59,252058000
4/5/2018,1193.17,1197.76,1186.75,1199.15,241192000
4/4/2018,1191.54,1194.26,1189.46,1200.71,238685000
4/3/2018,1188.29,1197,1185.83,1199.93,255243000
4/2/2018,1196.61,1180.26,1179.73,1196.61,245761000
3/30/2018,1174.46,1169.29,1158.49,1175.36,204895000
3/29/2018,1167.03,1174.73,1164.12,1176.45,185251000
3/28/2018,1172.24,1168.87,1165.71,1179.18,208550000
3/27/2018,1171.73,1187.42,1169.58,1187.42,237762000
3/26/2018,1171.22,1150.51,1150.51,1176.95,211695000
3/23/2018,1153.59,1154.25,1138.53,1157.2,261958000
3/22/2018,1172.36,1175.22,1169.48,1180.44,233322000
3/21/2018,1169.36,1166.51,1163.91,1172.31,237675000
3/20/2018,1159.39,1154.48,1154.48,1166.33,214038000
3/19/2018,1159.22,1158.16,1155.82,1165.63,272048000
3/16/2018,1150.19,1144.54,1140.56,1152.52,308616000
3/15/2018,1138.76,1134.51,1129.66,1140.74,232402000
3/14/2018,1138.09,1135.99,1134.55,1142.88,250549000
3/13/2018,1133.31,1126.53,1118.49,1133.31,233199000
3/12/2018,1126.29,1135.37,1123.98,1135.48,244681000
3/9/2018,1123.41,1128.73,1119.18,1135.02,217756000
3/8/2018,1124.15,1112.24,1111.76,1126.35,200918000
3/7/2018,1112.26,1121.99,1103.29,1126.67,279076000
3/6/2018,1120.29,1093.48,1091.67,1120.29,236333000
3/5/2018,1093.48,1121.21,1093.48,1132.69,277681000
3/2/2018,1121.21,1103.16,1103.16,1121.91,210069000
3/1/2018,1115.79,1121.54,1110.92,1129.3,227400000
2/28/2018,1121.54,1110.3,1109.89,1129.89,232586000
2/27/2018,1119.61,1124.03,1106.77,1124.03,196673000
2/26/2018,1114.53,1115.9,1114.06,1127.57,234110000
2/23/2018,1102.85,1086.81,1081.31,1102.85,189076000
2/22/2018,1076.03,1087.15,1074.27,1091.62,200365000
2/21/2018,1087.15,1073.33,1070.43,1092.65,177567000
2/13/2018,1059.73,1053.31,1052.86,1060.48,174286000
2/12/2018,1041.79,1011.64,1011.64,1041.79,171102000
2/9/2018,1003.94,991.09,973.78,1003.94,243234000
2/8/2018,1023.25,1031.46,1023.25,1039.61,181500000
2/7/2018,1040.55,1040.53,1034.13,1048.54,241183000
2/6/2018,1011.6,1026.08,983.06,1026.08,480707000
2/5/2018,1048.71,1089.62,1048.71,1090.88,282041000
2/2/2018,1105.04,1098.66,1091.06,1105.04,200308000
2/1/2018,1099.67,1111.74,1090.25,1111.74,269173000
1/31/2018,1110.36,1112.23,1104.98,1128.1,351214000
1/30/2018,1110.56,1099.98,1092.44,1110.56,335405000
1/29/2018,1109.8,1121.78,1109.8,1130.1,276732000
1/26/2018,1115.64,1119.78,1103.06,1123.83,292970000
1/25/2018,1104.57,1098.44,1098.44,1117.08,510921000
1/22/2018,1087.42,1066.86,1066.61,1088.05,266109000
1/19/2018,1062.07,1054.33,1053.37,1067.21,342467000
1/18/2018,1050.25,1028.76,1020.01,1050.25,281598000
1/17/2018,1034.69,1061.98,1034.69,1064.77,332607000
1/16/2018,1062.96,1059.36,1052.43,1065.39,340186000
1/15/2018,1063.47,1049.91,1043.15,1063.47,292708000
1/12/2018,1050.11,1050.17,1046.38,1057.88,351971000
1/11/2018,1048.17,1037.03,1031.13,1049.73,314652000
1/10/2018,1038.11,1034.64,1033.01,1045.63,375087000
1/9/2018,1033.56,1027.14,1017.86,1033.56,320377000
1/8/2018,1022.9,1011.36,1004.89,1022.9,268789000
1/5/2018,1012.65,1020.34,1010.65,1020.6,284031000
1/4/2018,1019.75,1009.37,1009,1019.75,252909000
1/3/2018,1005.67,999.86,998.41,1010.21,237296000
1/2/2018,995.77,986.05,984.34,996.18,186020000
12/29/2017,984.24,978.39,976.33,990.1,211111000
12/28/2017,976.72,970.63,967.73,978.65,160229000
12/27/2017,968.46,969.72,965.18,972.6,235825000
12/26/2017,965.93,960.32,957.24,965.93,186037000
12/25/2017,958.31,954.28,952.41,958.57,168438000
12/22/2017,952.32,947.54,945.18,952.7,197584000
12/21/2017,946.06,949.45,946.06,957.56,213618000
12/20/2017,953.51,945.12,945.12,958.82,220568000
12/19/2017,951.42,961.03,951.25,963.01,228762000
12/18/2017,958.06,945.9,945.9,958.06,241411000
12/15/2017,935.16,933.63,932.96,939.57,239898000
12/14/2017,935.85,925.51,923.99,936.29,172032000
12/13/2017,924.4,932.05,922.97,932.48,157395000
12/12/2017,927.25,927.67,895.73,931.12,243245000
12/11/2017,917.45,930.17,917.45,936.93,193978000
12/8/2017,940.16,938.41,930.29,944.75,197623000
12/7/2017,938.65,950.23,932.68,954.24,196889000
12/6/2017,947.64,950.21,932.64,950.72,243461000
12/5/2017,953.3,972.28,953.3,974.8,265508000
12/4/2017,970.02,962.47,962.47,972.53,270002000
12/1/2017,960.33,952.76,952.76,960.33,227731000
11/30/2017,949.93,956.17,949.93,960.11,249605000
11/29/2017,952.14,943.46,940.4,952.14,229832000
11/28/2017,941.21,939.1,933.59,943.45,359520000
11/27/2017,938.61,933.38,931.29,947.06,252357000
11/24/2017,935.57,930.52,924.65,937.54,225728000
11/23/2017,933.7,938.31,927,943.15,223223000
11/22/2017,932.66,921.13,921.13,932.66,210143000
11/21/2017,918.3,907.51,907.51,929.89,230287000
11/20/2017,903.55,890.34,889.55,903.55,175972000
11/17/2017,890.69,893.99,886.86,898.11,188538000
11/16/2017,892.8,880.17,880.17,892.8,206497000
11/15/2017,882.59,877.65,876.6,884.83,200078000
11/14/2017,880.9,881.15,874.74,884.14,221728000
11/13/2017,879.34,871.7,871.7,879.34,283759000
11/10/2017,868.21,859.91,859.24,869.37,189390000
11/9/2017,860.4,862.38,858.16,864.2,164442000
11/8/2017,859.7,853.15,852.32,863.07,171680000
11/7/2017,850.33,850.2,847.88,854.6,584721000
11/6/2017,849.09,846.12,843.76,849.09,172296000
11/3/2017,843.73,833.16,831.58,843.73,203252000
11/2/2017,833.09,842.19,833.09,849.53,192773000
11/1/2017,842.71,838.75,838.01,842.88,172222000
10/31/2017,837.28,844.27,837.28,845.93,192055000
10/30/2017,845.2,842.92,842.92,849.3,197295000
10/27/2017,840.37,829.15,828.45,840.37,143366000
10/26/2017,830.11,829.94,823.92,834.67,187407000
10/25/2017,830.69,826.08,822.83,830.69,160167000
10/24/2017,825.24,818.08,814.92,825.24,180443000
10/23/2017,820.04,826.25,818.81,827.24,210654000
10/20/2017,826.84,827.93,826.84,833.57,196370000
10/19/2017,828.93,828.89,825.5,831.61,169348000
10/18/2017,827.72,829.43,826.72,831.15,198939000
10/17/2017,828.29,819.51,819.43,828.29,177221000
10/16/2017,819.43,821.54,819.43,823.85,168992000
10/13/2017,820.95,814.6,814.2,820.95,154125000
10/12/2017,815.87,814.43,813.72,818.44,149202000
10/11/2017,813.95,811.2,811.2,815.11,180697000
10/10/2017,810.65,808.43,806.3,810.65,144208000
10/9/2017,808.96,809.61,806.78,810.75,167582000
10/6/2017,807.8,805.7,803.81,808.13,132950000
10/5/2017,805.23,806.56,805.22,810.54,148455000
10/4/2017,805.66,797.39,797,805.66,118415000
10/3/2017,798,803.98,795.05,804.39,162274000
10/2/2017,802.23,805.29,801.7,808.09,119497000
9/29/2017,804.42,805.07,804.42,808.77,139478000
9/28/2017,804.82,803.1,803.1,810.35,192668000
9/27/2017,803.77,803.32,801.74,805.04,157400000
9/26/2017,805.35,806.4,801.66,806.84,171208000
9/25/2017,805.58,806.9,802.23,807.64,149149000
9/22/2017,807.13,805.15,803.94,808.16,176702000
9/21/2017,803.93,805.29,802.6,806.52,138748000
9/20/2017,805.86,806.88,803.33,807.51,150764000
9/19/2017,805.93,807.41,805.87,810.13,172849000
9/18/2017,807.87,808.51,805.37,809.39,173960000
9/15/2017,805.82,803.35,802.08,805.82,163947000
9/14/2017,806.32,803.34,803.23,807.29,162902000
9/13/2017,802.78,802.85,800.39,804.38,150277000
9/12/2017,799.94,795.53,794.88,801.01,153196000
9/11/2017,797.47,801.2,797.47,805.44,155944000
9/8/2017,801.2,797.98,797.82,802.9,132500000
9/7/2017,796.72,793.61,792.77,798.58,154506000
9/6/2017,793.55,792.16,788.89,793.82,155709000
9/5/2017,792.31,790.26,787.8,794.46,165409000
9/1/2017,788.73,784.42,784.18,789.19,146628000
8/31/2017,782.76,779.19,778.19,785.78,211651000
8/30/2017,778.65,774.31,773.85,778.65,203145000
8/29/2017,774.03,773.91,773.87,777.11,264845000
8/28/2017,777.26,771.81,770.51,777.26,258565000
8/25/2017,771.63,769.07,768.57,771.63,225179000
8/24/2017,769.77,766.48,764.64,771.65,219613000
8/23/2017,765.98,762.42,759.01,765.98,158564000
8/22/2017,761.26,768.2,760.3,768.44,154106000
8/21/2017,768.79,767.42,765.95,769.71,169698000
8/18/2017,768.97,762.82,762.46,770.79,196321000
8/17/2017,767.59,773.48,767.59,774.47,238329000
8/16/2017,773.57,771.1,766.8,773.57,169788000
